#Acceptance by SIMC
#1.9<pe[GeV/c]<2.3, 150 partition --> 1bin=4MeV/c
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0.26564
26 2.42461
27 4.08356
28 4.90913
29 5.38571
30 5.45343
31 5.32582
32 5.45603
33 5.46124
34 5.34405
35 5.52895
36 5.38311
37 5.38571
38 5.53676
39 5.60448
40 5.29977
41 5.33363
42 5.51072
43 5.57062
44 5.34405
45 5.40134
46 5.38832
47 5.51072
48 5.58104
49 5.35446
50 5.50551
51 5.39092
52 5.23987
53 5.35186
54 5.30238
55 5.17997
56 5.3779
57 5.32842
58 5.42478
59 5.23466
60 5.08622
61 5.15914
62 5.21904
63 5.27894
64 5.16695
65 5.14091
66 5.05497
67 5.20341
68 5.08882
69 4.94038
70 4.76849
71 4.84923
72 4.76068
73 4.49244
74 4.54973
75 4.3518
76 4.2268
77 2.63035
78 0
79 0
80 0
81 0
82 0
83 0
84 0
85 0
86 0
87 0
88 0
89 0
90 0
91 0
92 0
93 0
94 0
95 0
96 0
97 0
98 0
99 0
100 0
