0.829859 0 0 0 0 0
1.90109 1 0 0 0 0
-2.73891 0 1 0 0 0
-0.90583 0 0 1 0 0
0.398661 0 0 0 1 0
-0.352643 0 0 0 0 1
-0.869654 2 0 0 0 0
1.36647 1 1 0 0 0
-0.796057 0 2 0 0 0
1.42161 1 0 1 0 0
0.336701 0 1 1 0 0
0.699156 0 0 2 0 0
1.06706 1 0 0 1 0
-1.28099 0 1 0 1 0
0.0769354 0 0 1 1 0
-0.178337 0 0 0 2 0
1.36348 1 0 0 0 1
-0.521183 0 1 0 0 1
-0.624591 0 0 1 0 1
0.160783 0 0 0 1 1
-0.123377 0 0 0 0 2
-2.90336 3 0 0 0 0
4.8091 2 1 0 0 0
-0.786939 1 2 0 0 0
-1.19882 0 3 0 0 0
-0.133984 2 0 1 0 0
-0.862431 1 1 1 0 0
1.38656 0 2 1 0 0
0.744019 1 0 2 0 0
-1.79371 0 1 2 0 0
0.133695 0 0 3 0 0
-0.178592 2 0 0 1 0
0.838414 1 1 0 1 0
-0.534857 0 2 0 1 0
-0.948382 1 0 1 1 0
0.409009 0 1 1 1 0
-0.398119 0 0 2 1 0
-0.242572 1 0 0 2 0
0.309213 0 1 0 2 0
0.245582 0 0 1 2 0
-0.00935492 0 0 0 3 0
0.560658 2 0 0 0 1
-1.42541 1 1 0 0 1
0.953486 0 2 0 0 1
0.329168 1 0 1 0 1
-0.75042 0 1 1 0 1
-0.563733 0 0 2 0 1
-0.168163 1 0 0 1 1
-0.233277 0 1 0 1 1
0.745701 0 0 1 1 1
-0.03768 0 0 0 2 1
-1.17997 1 0 0 0 2
1.33111 0 1 0 0 2
-0.961004 0 0 1 0 2
0.328903 0 0 0 1 2
-0.319395 0 0 0 0 3
-0.661231 4 0 0 0 0
0.982784 3 1 0 0 0
-0.339021 2 2 0 0 0
-0.673438 1 3 0 0 0
0.385486 0 4 0 0 0
0.297462 3 0 1 0 0
0.0400261 2 1 1 0 0
-0.469137 1 2 1 0 0
-2.35985 0 3 1 0 0
-1.01714 2 0 2 0 0
2.39179 1 1 2 0 0
2.2396 0 2 2 0 0
0.0780338 1 0 3 0 0
0.919689 0 1 3 0 0
0.212564 0 0 4 0 0
-0.095729 3 0 0 1 0
0.558039 2 1 0 1 0
0.735791 1 2 0 1 0
0.0506528 0 3 0 1 0
-0.470887 2 0 1 1 0
0.709131 1 1 1 1 0
-1.49234 0 2 1 1 0
-1.13804 1 0 2 1 0
0.0682011 0 1 2 1 0
-0.457724 0 0 3 1 0
-0.325027 2 0 0 2 0
0.346217 1 1 0 2 0
-0.170822 0 2 0 2 0
0.445024 1 0 1 2 0
-0.368394 0 1 1 2 0
0.164197 0 0 2 2 0
0.0435652 1 0 0 3 0
0.0265673 0 1 0 3 0
0.0335138 0 0 1 3 0
-0.0102984 0 0 0 4 0
1.21943 3 0 0 0 1
-1.70946 2 1 0 0 1
-3.71057 1 2 0 0 1
3.1558 0 3 0 0 1
-0.861069 2 0 1 0 1
2.82 1 1 1 0 1
2.85322 0 2 1 0 1
0.749205 1 0 2 0 1
-1.09818 0 1 2 0 1
0.536229 0 0 3 0 1
0.213438 2 0 0 1 1
-0.698839 1 1 0 1 1
-0.620943 0 2 0 1 1
-0.478012 1 0 1 1 1
1.18227 0 1 1 1 1
-0.0617198 0 0 2 1 1
-0.501302 1 0 0 2 1
0.219926 0 1 0 2 1
-0.328024 0 0 1 2 1
0.0357829 0 0 0 3 1
2.17564 2 0 0 0 2
-1.34579 1 1 0 0 2
0.395757 0 2 0 0 2
0.274119 1 0 1 0 2
-3.16284 0 1 1 0 2
-0.408477 0 0 2 0 2
1.37402 1 0 0 1 2
-0.274897 0 1 0 1 2
0.824771 0 0 1 1 2
0.0726699 0 0 0 2 2
-1.75318 1 0 0 0 3
0.868529 0 1 0 0 3
-0.226075 0 0 1 0 3
-0.580943 0 0 0 1 3
0.605682 0 0 0 0 4
