-0.35 0 0 0 0 0
4.32493 1 0 0 0 0
-0.460866 0 1 0 0 0
-0.604068 0 0 1 0 0
1.42396 0 0 0 1 0
1.74982 0 0 0 0 1
-1.68465 2 0 0 0 0
-1.62567 1 1 0 0 0
-1.67045 0 2 0 0 0
-0.390892 1 0 1 0 0
3.61365 0 1 1 0 0
8.57506 0 0 2 0 0
-0.82879 1 0 0 1 0
-0.0199282 0 1 0 1 0
-0.446924 0 0 1 1 0
-0.43336 0 0 0 2 0
-0.191948 1 0 0 0 1
-1.10045 0 1 0 0 1
-6.73773 0 0 1 0 1
-0.751759 0 0 0 1 1
-0.00504789 0 0 0 0 2
3.65705 3 0 0 0 0
-0.183878 2 1 0 0 0
-0.225951 1 2 0 0 0
7.25273 0 3 0 0 0
4.60517 2 0 1 0 0
-2.39812 1 1 1 0 0
-0.534324 0 2 1 0 0
-0.365847 1 0 2 0 0
-4.73818 0 1 2 0 0
3.47832 0 0 3 0 0
-0.318258 2 0 0 1 0
-0.0917362 1 1 0 1 0
-0.117476 0 2 0 1 0
-1.68684 1 0 1 1 0
-0.350234 0 1 1 1 0
-0.508579 0 0 2 1 0
-0.590985 1 0 0 2 0
0.664232 0 1 0 2 0
-0.40236 0 0 1 2 0
0.135141 0 0 0 3 0
-6.45805 2 0 0 0 1
-0.594335 1 1 0 0 1
-2.09184 0 2 0 0 1
-2.23802 1 0 1 0 1
-0.461659 0 1 1 0 1
2.40719 0 0 2 0 1
2.68181 1 0 0 1 1
1.55042 0 1 0 1 1
-0.00976161 0 0 1 1 1
-0.0472689 0 0 0 2 1
-0.35638 1 0 0 0 2
-0.334289 0 1 0 0 2
5.4823 0 0 1 0 2
-0.250779 0 0 0 1 2
0 0 0 0 0 3
-1.23141 4 0 0 0 0
-2.12774 3 1 0 0 0
-0.569885 2 2 0 0 0
-0.822224 1 3 0 0 0
-0.384539 0 4 0 0 0
-2.21949 3 0 1 0 0
-3.08208 2 1 1 0 0
-0.694342 1 2 1 0 0
-1.96879 0 3 1 0 0
14.0913 2 0 2 0 0
-5.39588 1 1 2 0 0
-0.132063 0 2 2 0 0
-4.18281 1 0 3 0 0
20.8837 0 1 3 0 0
-1.76042 0 0 4 0 0
-0.200871 3 0 0 1 0
-0.0516517 2 1 0 1 0
-0.232553 1 2 0 1 0
-2.1073 0 3 0 1 0
-0.289822 2 0 1 1 0
-0.887181 1 1 1 1 0
-0.0563112 0 2 1 1 0
-0.350598 1 0 2 1 0
